Date,Original Headline,Generated Headline,Keywords,Generated Summary
20190109,Oil rises more than 2 percent on U.S.-China trade talk hope,"Oil Prices Surge Over 2% on Hopes for US-China Trade Progress, Gains Limited by Rising US Fuel Supplies","oil prices, US-China trade, crude inventories, refined products, OPEC cuts","Oil prices rose more than 2% as extended US-China trade talks boosted optimism, but gains were limited by higher-than-expected US gasoline and distillate inventories. OPEC-led supply cuts and Saudi Arabia's plans to reduce shipments also supported prices, despite Morgan Stanley lowering its 2019 forecasts."
20190109,Palladium Stays on Record Streak With China Autos Plan; Gold Consolidates,Palladium Hits New Record High as China Plans to Boost Auto Sales,"palladium, China, auto sales, gold, precious metals","Palladium prices reached a new record high following China's announcement of policies to boost car ownership, while gold remained steady just below $1,300 amid a resilient dollar. Other precious and base metals also saw modest gains."
20190109,U.S. and EU have not agreed on scope of trade talks: Malmstrom,"EU Excludes Agriculture from US Trade Talks, Focuses on Industrial Goods","EU-US trade, agriculture, industrial goods, negotiations, Cecilia Malmstrom","The EU and US have not finalized the scope of their trade talks, with the EU confirming agriculture will be excluded but all industrial goods, including autos, remain on the table."
20190109,U.S. oil exports to Asia set to rise in second-quarter as freight costs fall,U.S. Crude Oil Exports to Asia Set to Rise as Lower Freight Rates and Price Cuts Boost Demand,"crude exports, Asia, freight rates, U.S. oil, price cuts","U.S. crude oil exports to Asia are expected to increase in the second quarter due to lower freight rates and price cuts, making American oil more competitive against Middle Eastern supplies. Demand from Asian buyers is rising, though uncertainty remains over Chinese imports amid ongoing trade talks."
20190110,Canada working to put pressure on Trump over metals tariffs: PM,Canada Rallies U.S. Lawmakers and Businesses to End Trump Steel and Aluminum Tariffs,"steel tariffs, USMCA, Canada-US trade, Justin Trudeau, aluminum","Canada is collaborating with U.S. politicians and businesses to urge President Trump to remove steel and aluminum tariffs, which remain in place despite the signing of the USMCA trade agreement. Trudeau emphasized the importance of the deal and ongoing efforts to lift the sanctions as the U.S. moves toward ratification."
20190110,China industry ministry to ban new steel project expansions: Xinhua,"China to Enforce Strict Ban on New Steel, Cement, and Glass Projects in 2019","China, steel, capacity ban, pollution, industry","China will strictly prohibit new iron, steel, cement, and flat-glass projects in 2019 as part of efforts to curb industrial overcapacity and pollution, with continued controls on primary aluminum expansion. The government aims to deepen supply-side reforms and support further capacity cuts in key regions."
20190110,Commodities - Natural Gas Futures Hold Gains After Storage Data,"US Natural Gas Storage Drops More Than Expected, Prices Briefly Rise","natural gas, storage, EIA, prices, inventory","US natural gas storage fell by 91 billion cubic feet last week, exceeding expectations, but prices quickly stabilized after an initial rise; inventories remain significantly below last year's levels and the five-year average."
20190110,Exclusive: Glencore loses exclusive marketing rights to two Libyan crude grades,Glencore Loses Exclusive Rights to Market Key Libyan Crude as Unipec Gains Access,"Glencore, Libya, crude oil, Unipec, export rights","Glencore has lost its exclusive marketing rights for two major Libyan crude oil grades, with China's Unipec now allocated three cargoes in January, as Libya's oil production remains below pre-civil war levels."
20190110,Gold Prices Edge Up as U.S. Dollar Slips After Fed,"Gold Prices Rise as Fed Signals Pause on Rate Hikes, Dollar Slips","gold prices, Federal Reserve, interest rates, US dollar, trade talks","Gold prices climbed in Asia as the US dollar weakened following Fed minutes suggesting a pause in rate hikes, while investors awaited updates on US-China trade talks. The dovish Fed stance and ongoing market uncertainty supported gold’s gains."
20190110,Gold Prices Hold Steady Ahead of Fed’s Powell,Gold Prices Steady as Investors Await Fed Chair Powell's Remarks on Policy Outlook,"gold, Federal Reserve, interest rates, Powell, metals","Gold prices remained stable as investors anticipated Federal Reserve Chairman Jerome Powell's comments, with markets expecting a pause in rate hikes and some even pricing in a potential rate cut by year-end. Other metals saw mixed movements, with silver and copper declining while palladium and platinum edged higher."
20190110,Goldman Predicts Gold Prices to Climb to Highest Since 2013,Goldman Sachs Predicts Gold Prices to Reach Five-Year High Amid Rising Demand,"gold prices, Goldman Sachs, safe haven, central banks, Federal Reserve","Goldman Sachs has raised its 12-month gold price forecast to $1,425 an ounce, citing increased demand from central banks and investors amid geopolitical tensions and speculation of a Federal Reserve rate pause. Analysts expect gold and silver to perform strongly in 2019, benefiting related equities."
20190110,Iran will not comply with 'illegal' U.S. sanctions: oil minister,Iran Rejects U.S. Sanctions as Oil Ministers Discuss Cooperation with Iraq,"Iran, sanctions, oil exports, Iraq, OPEC","Iranian Oil Minister Bijan Zanganeh called U.S. sanctions ""fully illegal"" and said Tehran would not comply, while meeting with Iraq's oil minister to discuss cooperation and OPEC's recent output cuts. The ministers also addressed joint oilfield development and expectations for rising oil prices."
20190110,Iran's crude exports stay subdued in January despite waivers: sources,Iran's Oil Exports Remain Severely Restricted Amid U.S. Sanctions Despite Waivers,"Iran, oil exports, U.S. sanctions, waivers, buyers","Iran's crude oil exports have dropped below 1 million barrels per day for a third consecutive month due to U.S. sanctions, with waivers for traditional buyers failing to significantly boost shipments. Tracking exports has become more difficult as some tankers turn off tracking systems, and Iran claims to be selling to undisclosed new buyers."
20190110,Mexican ports see bottlenecks as fuel distribution slows: traders,Fuel Shortages and Port Bottlenecks Hit Mexico Amid Crackdown on Pipeline Theft,"fuel theft, pipeline shutdown, Pemex, fuel imports, Mexico","Mexico’s efforts to curb fuel theft by shutting pipelines have led to port bottlenecks, slowed fuel distribution, and long lines at gas stations, despite government assurances of sufficient supply. The shift to truck and rail transport has caused delays in offloading imported fuel, with over 7 million barrels waiting at ports."
20190110,Mexico auto industry warns of plant suspensions if gasoline crisis worsens,"Mexican Auto Plants at Risk of Shutdown Amid Fuel Shortages, Industry Warns","gasoline shortages, auto industry, Mexico, fuel theft, plant shutdowns",Mexican auto industry leaders warn that ongoing gasoline shortages caused by efforts to combat fuel theft could force some plants to suspend operations unless the government acts swiftly.
20190110,"Oceans warming faster than expected, set heat record in 2018: scientists","Oceans Warming Faster Than Previously Thought, Setting New Record in 2018","ocean warming, climate change, marine life, greenhouse gases, Paris Agreement","A new study finds that oceans are heating up more rapidly than earlier estimates, with 2018 marking the warmest year on record, threatening marine ecosystems and accelerating sea level rise. The findings highlight the urgent need for global action to reduce greenhouse gas emissions."
20190110,Oil Falls as U.S-China Trade Hope Fades,Oil Prices Fall as U.S.-China Trade Optimism Fades and Supply Concerns Persist,"crude oil, U.S.-China trade, OPEC, Iran sanctions, energy markets","Crude oil prices declined as optimism over U.S.-China trade talks diminished and concerns about global supply and demand persisted, with U.S. oil production hitting a record high and Iran vowing to defy U.S. sanctions."
20190110,Oil Prices Slide After Jumping 5% on Wednesday,Oil Prices Retreat After Surge on US-China Trade Optimism and OPEC Support,"oil prices, US-China trade, OPEC, crude inventories, Saudi Arabia","Oil prices fell after a sharp rally driven by optimism over US-China trade talks and OPEC's efforts to stabilize the market, while a smaller-than-expected US crude inventory draw and rising gasoline stocks weighed on prices."
20190110,Oil Rally Slows; Bulls Seek New Catalyst in Breathtaking Week,Oil Rally Pauses as Traders Await New Drivers Amid Saudi Cuts and Trade Talks,"oil prices, Saudi production, trade talks, crude inventories, market rally","Oil prices have stabilized after a strong weekly gain, with traders awaiting further developments in U.S.-China trade talks or additional Saudi production cuts to drive the next move. Despite mixed inventory data, optimism over Saudi actions and trade negotiations has helped oil rebound from recent lows."
