Date,Original Headline,Keywords,Keyword-Constrained Headline,Generated Headline,Academic-style Headline,Generated Summary
20160111,China turmoil drags oil prices lower,"Brent crude prices, economic slowdown, demand outlook, market recovery, global production",China Slowdown Triggers Over 3% Drop in Brent Crude Prices,Brent Crude Prices Plummet as China Economic Slowdown Hits Demand Outlook,Analysis of Brent Crude Price Decline Amid China's Economic Slowdown and Market Outlook,Brent crude oil falls over 3% to $33.18 on China's economic slowdown and continued global production glut.
20160111,Copper sinks to 6-1/2 year lows as China markets plunge again,"copper prices, Chinese stock markets, yuan depreciation, industrial metal, investor sentiment",Copper Prices Hit Six-Year Low Amid Chinese Market Turmoil,Copper Prices Plunge as Chinese Stock Markets Dive,Economic Implications of Plummeting Copper Prices Due to Chinese Market Decline,"Copper tumbles to six-year low as Chinese stock markets fall, dampening demand for industrial metal."
20160111,Gold holds near 9-week highs amid global stock market volatility,"gold prices, global stock markets, Chinese economy, U.S. dollar, copper futures",Gold Prices Near Nine-Week High as Global Stock Markets Face Volatility,"Gold Prices Surge Amid Global Market Turmoil, Eyeing Safe-Haven Appeal",Assessment of Gold Prices in Response to Geopolitical Instability and Economic Uncertainty,"Gold prices, driven by stock market volatility, approach nine-week high; Chinese stocks plummet despite stabilization efforts"
20160111,"Gold prices fall in Asia on profit-taking, China data in focus","gold, investors, China, Middle East, safe-haven",Gold Edges Down as Investors Weigh China Economy and Middle East Tensions,Investors Flock to Gold Amid China Turmoil and Middle East Worries,Gold Prices Decline Amid Market Reactions to China's Economic Moves and Middle East Unrest,Gold dips as investors take profits amidst China’s economic concerns and Middle East tensions
20160111,"Gold relatively flat, as China and Middle East concerns remain in focus","Gold, dollar, China, PBOC, turmoil","Gold Prices Steady Amid Stronger Dollar, China Turmoil",Gold Holds Steady Despite Economic Concerns in China and Middle East,Analyzing the Stability of Gold in Relation to PBOC's Yuan Adjustments and Geopolitical Challenges,Gold remains steady amid stronger dollar and economic-political unrest in China and Middle East
20160111,Gold ticks up as China turbulence supports safe-haven demand,"Gold prices, turmoil, Chinese stock market, safe-haven demand, U.S. dollar",Gold Prices Inch Higher Amid Turmoil in Chinese Stock Market,Rising Gold Prices Reflect Safe-Haven Demand Amid Chinese Market Turmoil,Assessment of Rising Gold Prices in Context of Volatile Chinese Stock Market,Gold prices rise slightly as Chinese market turmoil boosts demand for safer assets
20160111,Natural gas futures retreat after rallying to 11-week high,"natural gas, freezing temperatures, U.S. Energy Information Administration, storage report, price decline",Freezing Temperatures Drive U.S. Natural Gas Prices Down Despite Recent Gains,Natural gas prices drop after 11-week high amid cold forecast,Analysis of U.S. Natural Gas Market Adjustments Amid Winter Weather Predictions,Natural gas prices dip 2.12% as profits are taken after an 11-week high due to upcoming freezing temperatures and higher-than-expected storage withdrawals.
20160111,"NYMEX crude falls in Asia as supply woes grow, API estimates ahead","downward trajectory, WTI crude, China economy, People's Bank of China, geopolitical risks",WTI Crude Hits 12-Year Low Amid Downward Trajectory and China Economy Concerns,Oil Prices Plummet to 12-Year Lows with No Rebound in Sight,Examining the Sharp Decline in Crude Oil Prices Amid Global Economic and Geopolitical Factors,Crude oil prices fall to 12-year lows amid China economy concerns and geopolitical tensions
20160111,Oil prices fall for 7th straight session amid China turmoil,"Oil prices, Chinese stocks, demand decline, Brent futures, global glut",Oil Prices Plunge Amid Chinese Stock Market Turbulence and Global Glut,China Stock Market Turmoil and Oil Glut Hit Prices,Impact of Chinese Stock Market Decline on Global Oil Prices Amid Continuing Surplus,Oil prices dropped for the seventh consecutive session due to Chinese stock market turmoil and global oversupply concerns.
20160111,Oil tumbles nearly 5 percent to new lows; analysts warn of $20s,"oil prices, Chinese stock market, devaluation of yuan, Iran sanctions, global glut",Oil Prices Plummet to 12-Year Lows Amid Chinese Market Turmoil and Yuan Devaluation,Oil Markets Hit New Lows as Chinese Stocks Slide and Iran Sanctions Lift,Determinants of the Recent Decline in Global Crude Oil Prices: The Role of Chinese Economic Indicators and Geopolitical Changes,Oil prices hit 12-year lows as Chinese stocks plunge; Iran sanctions lift adding pressure
20160111,Oil under fresh pressure as China stocks drop again,"oil prices, Chinese stock market, demand decline, global crude production, market stabilization",China's Stock Market Plunge Deepens Concerns Over Oil Prices as Global Glut Worsens,Chinese Stock Market Chaos Raises Concerns Over Global Oil Demand,Impact of Chinese Stock Market Dynamics on Global Oil Prices Amid Supply Glut,Oil prices sank as a plunge in China's stock market stoked fears of lowered demand.
20160111,"U.S. crude falls by 5%, amid continuing economic woes in China","Oil Prices, China Economy, U.S. Crude Futures, Brent Crude, Yuan Devaluation",Oil Prices Plunge to 12-Year Lows Amid China Economic Woes,U.S. Crude Futures Hit 12-Year Lows; Analysts Warn of Further Declines,An Analysis of Market Trends: U.S. Crude Futures Respond to China's Economic Struggles,Oil Prices Tumble Below $32 as China Economic Concerns Grow
20160112,Copper slides to new 6-1/2 year low ahead of China trade data,"copper prices, China demand, stock market, New York Mercantile Exchange, global economy","Copper Prices Hit Six-Year Low Amid China Demand Fears, Stock Market Turbulence",Copper Prices Plunge to Six-Year Low as China Demand Worries Mount,Analysis of Copper Price Decline Relative to Recent Economic Data from China,"Copper prices hit new six-year low as demand fears from China grow, stock markets drop, and global economic concerns rise."
20160112,"Gold falls sharply amid China stabilization, Fed rate hike concerns","Gold, futures, Federal Reserve, interest rates, yuan",Gold Futures Dip Amid Strong Dollar and Fed Rate Speculation,Gold Futures Decline Amid Strong Dollar and Market Stabilization,Examination of Gold Futures: Impact of Federal Reserve Rate Dynamics and Currency Fluctuations,Gold futures fall as dollar rises and China equities stabilize
20160112,"Gold futures inch lower, tracking weakness in other metals","Gold prices, metal commodities, Chinese economy, Federal Reserve, investor sentiment",Gold prices dip amid metal commodities slump and Chinese economic concerns,Metal commodities drag gold prices lower amid Chinese demand fears,Factors Influencing Recent Gold and Metal Commodities Price Movements,Gold prices fall amid broader metal commodity declines and Chinese market worries
20160112,Gold prices down in Asia after surprise gain in China December exports,"Gold, China trade data, exports, Fed interest rates, yuan",Gold Prices Hold Lower as Chinese Export Unexpectedly Surge in December,Surprise Chinese Export Gains Fail to Buoy Gold Prices,Economic Impact of Chinese Trade Data Analyzed Amid Gold Price Declines,"Gold prices dip as China reports unexpected rise in December exports, Fed's next rate hike remains in focus"
20160112,Gold slumps $10 as global stock markets recover,"Gold, prices, markets, investors, China",Gold Prices Fall as Global Markets Recover,Gold Prices Decline Amidst Rising Global Equity Markets,Impact of Global Market Recovery on Gold Valuations,Gold drops as global markets stabilize and equities recover
20160112,Gold weaker in Asia ahead of China trade data,"Gold, China, Federal Reserve, Yuan, Interest Rates",Gold Plummets as China Trade Data Looms; Fed's Rate Hike in Focus,Gold Prices Dip Amid Looming China Trade Data and Interest Rate Concerns,Analysis of Gold Market Volatility Amidst Chinese Trade Data and Federal Reserve Interest Rate Policies,Gold drops ahead of China trade data; Fed interest rate hikes remain a factor
20160112,Natural gas futures slide 4% on warm west coast weather,"natural gas, prices, weather forecasts, demand expectations, U.S. storage",U.S. Natural Gas Prices Plummet Amid Warmer Weather Forecasts and High Storage,Natural Gas Prices Fall as Warm Weather Forecasts Dampen Demand Expectations,Impact of Warmer Weather on U.S. Natural Gas Prices and Storage Levels,U.S. natural gas prices drop due to warmer weather forecasts reducing demand expectations
20160112,NYMEX crude rebounds in Asia after China exports show a gain,"China, crude oil, exports, inventories, prices",Oil Prices Rebound as China's Surprising Export Data Offsets U.S. Inventory Rise,China's Export Surge Reverses Oil Declines Amid Inventory Concerns,Analysis of Crude Oil Price Fluctuations Following China's Export Data and U.S. Inventory Reports,Crude oil prices rebound on China's unexpected export growth and mixed U.S. inventory data
20160112,NYMEX crude slumps in Asia on API refined products build,"Oil prices, crude inventories, U.S. futures, geopolitical instability, China economic concerns",U.S. Crude Oil Prices Plummet Amid Rising Inventories and Geopolitical Instability,Oil Prices Plunge to 12-Year Low on Fears of Further Decline,Analysis of Crude Oil Market Trends Following Significant Inventory Changes and Global Tensions,"Crude oil prices fell sharply due to rising inventories, economic concerns in China, and geopolitical instability"
20160112,Oil prices drop to $30 as collapse continues,"oil prices, China’s economy, global supply glut, Brent oil, investor sentiment",Oil Prices Plunge as China's Economic Worries Deepen Global Supply Glut,Oil Prices Plummet Amid Fears Over China's Economy and Global Supply Glut,Analysis of Brent and WTI Crude Contracts in the Context of Global Supply Glut and Economic Worries,Oil prices tumble below $31 per barrel due to concerns over China's economy and oversupply.
20160112,"Oil prices tumble, near $30 per barrel","crude oil, oversupply, price forecast, China economy, strong dollar",Crude Oil Plummets Further as Oversupply and China's Weakening Economy Take Toll,Crude Oil Prices Tumble to Decade-Low Levels Amid Market Turmoil,Crude Oil Price Decline Linked to Oversupply and Chinese Economic Downturn,"Crude oil falls 3% amid oversupply, weak Chinese economy, and strong dollar"
20160112,Oil prices turn higher after hitting 12-year lows,"Oil prices, China’s economy, global supply glut, crude stockpiles, demand","Oil Prices Rebound Slightly Amid China Economy Concerns, Global Supply Glut",Oil Prices Recover from 12-Year Low on Minor Gains,"Oil Prices Experience Limited Gains After Record Lows, Driven by Economic Concerns","Oil prices show minor gains after hitting 12-year low due to China's economy worries, oversupply issues"
20160112,Tumbling oil trades below $30 a barrel for first time in 12 years,"Oil, demand, prices, OPEC, China",Oil Prices Plummet Below $30 Amid China Demand Concerns and OPEC Stance,Oil Market in Turmoil as Prices Drop Below $30 with No End in Sight,Market Dynamics and Strategic Policies Influencing Crude Oil Price Decline Below $30,"Oil falls below $30 a barrel, amid weak Chinese demand and no OPEC output cut"
20160112,"U.S. crude crashes below $30 a barrel, ahead of API inventory report","U.S. crude, futures, inventory report, economic concerns, geopolitical instability",U.S. Crude Futures Plunge to 12-Year Lows Amid Geopolitical Instability and Economic Concerns,U.S. Crude Futures Hit 12-Year Lows Amid Global Market Turbulence,Downward Trajectories in U.S. Crude Prices and Global Oil Market Dynamics Investigated,U.S. crude prices drop to 12-year lows due to weak demand and market instability
20160113,Brent hits near 12-year low as market wrestles with weak demand,"Brent, crude oil, U.S. stocks, economic data, oversupply",Brent Crude Hits 12-Year Low Amid U.S. Stockpiles and Oversupply Worries,Oil Prices Plummet as U.S. Crude Stockpiles Surpass Expectations,Significant Decline in Brent Crude Prices Linked to U.S. Stockpile Increases and Economic Factors,Brent crude hit a 12-year low due to increased U.S. oil inventories and economic uncertainty
