Date,Date Group,Generated Summary,Classification,Positive,Negative,Neutral
2015-01-23,2015-01-25,crude oil prices rose following death saudi arabias king abdullah gains capped persistent oversupply concerns stronger us dollar european central bank announced major stimulus program,positive,0.99,0.01,0.0
2015-01-23,2015-01-25,gold prices fell reaching fivemonth highs european central bank announced largerthanexpected € 108 trillion quantitative easing program combat eurozone deflation chinese manufacturing data showed slight improvement,negative,0.02,0.98,0.0
2015-01-25,2015-01-25,wti oil prices fell 721 % week pressured record us crude inventories stronger dollar brent crude saw limited gains following death saudi arabias king abdullah ongoing concerns global demand investors watching upcoming us economic data federal reserve meeting direction,negative,0.01,0.99,0.0
2015-01-20,2015-01-26,copper prices dropped nearly 2 % data showed chinas economy grew slowest rate 24 years imf cut global growth forecast euro weakened ahead expected ecb stimulus move,negative,0.01,0.99,0.0
2015-01-21,2015-01-26,crude oil prices fell asia us industry data showed significant rise stockpiles intensifying concerns oversupply markets awaited inventory data european central banks policy decision oil prices dropped nearly 60 % since june due high output opec us,negative,0.01,0.99,0.0
2015-01-22,2015-01-26,copper prices dropped nearly 1 % traders awaited european central banks expected bondbuying announcement concerns global economic growth demand continuing pressure metal gold silver also edged lower though remain significantly 2015 amid market volatility,negative,0.01,0.99,0.0
2015-01-23,2015-01-26,crude oil prices rose following death saudi arabias king abdullah gains capped persistent oversupply concerns stronger us dollar european central bank announced major stimulus program,positive,0.99,0.01,0.0
2015-01-23,2015-01-26,gold prices fell reaching fivemonth highs european central bank announced largerthanexpected € 108 trillion quantitative easing program combat eurozone deflation chinese manufacturing data showed slight improvement,negative,0.02,0.98,0.0
2015-01-25,2015-01-26,wti oil prices fell 721 % week pressured record us crude inventories stronger dollar brent crude saw limited gains following death saudi arabias king abdullah ongoing concerns global demand investors watching upcoming us economic data federal reserve meeting direction,negative,0.01,0.99,0.0
2015-01-26,2015-01-26,copper prices fell lowest level since 2009 concerns greeces election results global economic outlook weighed demand investors also monitored currency movements upcoming us economic data gold silver prices dipped remained higher year investors sought safe havens,negative,0.01,0.99,0.0
2015-01-21,2015-01-27,crude oil prices fell asia us industry data showed significant rise stockpiles intensifying concerns oversupply markets awaited inventory data european central banks policy decision oil prices dropped nearly 60 % since june due high output opec us,negative,0.01,0.99,0.0
2015-01-22,2015-01-27,copper prices dropped nearly 1 % traders awaited european central banks expected bondbuying announcement concerns global economic growth demand continuing pressure metal gold silver also edged lower though remain significantly 2015 amid market volatility,negative,0.01,0.99,0.0
2015-01-23,2015-01-27,crude oil prices rose following death saudi arabias king abdullah gains capped persistent oversupply concerns stronger us dollar european central bank announced major stimulus program,positive,0.99,0.01,0.0
2015-01-23,2015-01-27,gold prices fell reaching fivemonth highs european central bank announced largerthanexpected € 108 trillion quantitative easing program combat eurozone deflation chinese manufacturing data showed slight improvement,negative,0.02,0.98,0.0
2015-01-25,2015-01-27,wti oil prices fell 721 % week pressured record us crude inventories stronger dollar brent crude saw limited gains following death saudi arabias king abdullah ongoing concerns global demand investors watching upcoming us economic data federal reserve meeting direction,negative,0.01,0.99,0.0
2015-01-26,2015-01-27,copper prices fell lowest level since 2009 concerns greeces election results global economic outlook weighed demand investors also monitored currency movements upcoming us economic data gold silver prices dipped remained higher year investors sought safe havens,negative,0.01,0.99,0.0
2015-01-27,2015-01-27,gold prices hovered near oneweek low investors awaited federal reserves policy meeting clues interest rates silver copper also declined amid shifting economic sentiment stronger euro,negative,0.01,0.99,0.0
2015-01-22,2015-01-28,copper prices dropped nearly 1 % traders awaited european central banks expected bondbuying announcement concerns global economic growth demand continuing pressure metal gold silver also edged lower though remain significantly 2015 amid market volatility,negative,0.01,0.99,0.0
2015-01-23,2015-01-28,crude oil prices rose following death saudi arabias king abdullah gains capped persistent oversupply concerns stronger us dollar european central bank announced major stimulus program,positive,0.99,0.01,0.0
2015-01-23,2015-01-28,gold prices fell reaching fivemonth highs european central bank announced largerthanexpected € 108 trillion quantitative easing program combat eurozone deflation chinese manufacturing data showed slight improvement,negative,0.02,0.98,0.0
2015-01-25,2015-01-28,wti oil prices fell 721 % week pressured record us crude inventories stronger dollar brent crude saw limited gains following death saudi arabias king abdullah ongoing concerns global demand investors watching upcoming us economic data federal reserve meeting direction,negative,0.01,0.99,0.0
2015-01-26,2015-01-28,copper prices fell lowest level since 2009 concerns greeces election results global economic outlook weighed demand investors also monitored currency movements upcoming us economic data gold silver prices dipped remained higher year investors sought safe havens,negative,0.01,0.99,0.0
2015-01-27,2015-01-28,gold prices hovered near oneweek low investors awaited federal reserves policy meeting clues interest rates silver copper also declined amid shifting economic sentiment stronger euro,negative,0.01,0.99,0.0
2015-01-28,2015-01-28,gold prices slipped quiet trading investors awaited federal reserves policy meeting interest rate guidance silver copper also saw modest moves amid ongoing economic uncertainty,negative,0.01,0.99,0.0
2015-01-23,2015-01-29,crude oil prices rose following death saudi arabias king abdullah gains capped persistent oversupply concerns stronger us dollar european central bank announced major stimulus program,positive,0.99,0.01,0.0
2015-01-23,2015-01-29,gold prices fell reaching fivemonth highs european central bank announced largerthanexpected € 108 trillion quantitative easing program combat eurozone deflation chinese manufacturing data showed slight improvement,negative,0.02,0.98,0.0
2015-01-25,2015-01-29,wti oil prices fell 721 % week pressured record us crude inventories stronger dollar brent crude saw limited gains following death saudi arabias king abdullah ongoing concerns global demand investors watching upcoming us economic data federal reserve meeting direction,negative,0.01,0.99,0.0
2015-01-26,2015-01-29,copper prices fell lowest level since 2009 concerns greeces election results global economic outlook weighed demand investors also monitored currency movements upcoming us economic data gold silver prices dipped remained higher year investors sought safe havens,negative,0.01,0.99,0.0
2015-01-27,2015-01-29,gold prices hovered near oneweek low investors awaited federal reserves policy meeting clues interest rates silver copper also declined amid shifting economic sentiment stronger euro,negative,0.01,0.99,0.0
