Date,Generated Headline,Classification,Positive,Negative,Neutral
20150216,gold rises investors eye eurogroup meeting amid greek debt uncertainty,positive,0.96,0.04,0.0
20150216,gold rises third straight session amid greek debt uncertainty weaker dollar,positive,0.97,0.02,0.0
20150216,gold prices edge higher greece bailout talks collapse fueling eurozone uncertainty,positive,0.99,0.01,0.0
20150216,us natural gas prices climb forecasts colder weather increased demand,positive,0.99,0.01,0.0
20150216,oil prices dip greece bailout talks stall us supply data delayed,negative,0.01,0.99,0.0
20150216,oil prices dip amid greece debt uncertainty global supply glut,negative,0.01,0.99,0.0
20150217,copper prices fall greek debt talks collapse fueling eurozone uncertainty,negative,0.01,0.99,0.0
20150217,oil prices slide sharply amid market volatility greece debt concerns,negative,0.01,0.99,0.0
20150217,gold slips greece bailout talks stall investors eye fed rate outlook,negative,0.05,0.94,0.0
20150217,gold prices edge higher asia amid greek debt uncertainty holidaythinned trading,positive,0.99,0.01,0.0
20150217,gold prices slip fed rate hike expectations weigh greece debt talks stall,negative,0.01,0.99,0.0
20150217,us natural gas prices dip recent rally despite cold weather demand,negative,0.01,0.99,0.0
20150217,crude oil prices dip amid delayed us supply data ongoing market volatility,negative,0.01,0.99,0.0
20150217,oil prices climb fourth straight session production slows greece bailout talks stall,positive,0.59,0.41,0.0
20150217,us wheat futures surge fourweek high adverse weather forecasts,positive,0.98,0.02,0.0
20150218,copper prices dip amid greek bailout talks chinese market closure,negative,0.01,0.99,0.0
20150218,gold holds near sixweek low greece bailout hopes weigh safehaven demand,negative,0.01,0.98,0.0
20150218,gold prices surge asia fed minutes signal caution rate hikes,positive,0.99,0.01,0.0
20150218,gold slips despite weak us housing data investors eye fed rate outlook,negative,0.01,0.99,0.0
20150218,us natural gas prices fluctuate traders await inventory data warmer weather forecasts,negative,0.11,0.89,0.0
20150218,crude oil prices plunge 3 % asia amid surging us stockpiles global supply glut,negative,0.01,0.99,0.0
20150218,oil prices retreat investors take profits recent rally,negative,0.05,0.95,0.0
20150218,oil prices drop investors take profits ahead us supply data,negative,0.01,0.99,0.0
20150218,us soybean futures reach fiveweek high strong demand wheat corn prices mixed,positive,0.88,0.12,0.0
20150219,copper prices slip amid greek bailout uncertainty chinese market closure,negative,0.01,0.99,0.0
20150219,csx reroutes oil shipments virginia train derailment sparks fires,negative,0.38,0.61,0.01
20150219,gold rebounds sixweek low dovish fed minutes delay rate hike expectations,positive,0.89,0.11,0.0
20150219,gold prices rise greek bailout uncertainty dovish fed minutes boost safehaven demand,positive,0.99,0.01,0.0
20150219,gold rises greece debt fears intensify us rate hike expectations ease,positive,0.99,0.01,0.0
20150219,us natural gas prices fall storage decline lags fiveyear average,negative,0.01,0.99,0.0
20150219,crude oil prices rebound despite record us stockpiles markets eye greece debt talks,positive,0.99,0.01,0.0
20150219,oil prices plunge us inventory surge raises oversupply concerns,positive,0.9,0.1,0.0
20150219,oil prices dip us crude inventories hit record high losses ease lowerthanexpected build,negative,0.02,0.98,0.0
20150219,us wheat futures fall weak demand soybeans hold steady corn slips,negative,0.01,0.98,0.0
20150219,wti oil prices plunge us crude inventories hit record highs,negative,0.2,0.8,0.0
20150219,us oil inventories hit record high sending crude prices lower,negative,0.03,0.97,0.0
20150220,crude oil prices slip us inventories hit record highs amid global supply glut,negative,0.02,0.98,0.0
20150220,gold holds steady greece bailout talks continue markets await us data,neutral,0.02,0.0,0.98
20150220,brent oil holds $ 60 falling us rig count offsets oversupply concerns,negative,0.01,0.99,0.0
20150222,wti oil prices slide us rig decline slows supply glut persists,negative,0.01,0.99,0.0
20150222,gold nears sixweek low greece bailout extension reduces safehaven demand,negative,0.01,0.98,0.0
20150222,gold prices slip markets eye greece reforms china holiday,negative,0.03,0.97,0.0
20150222,us wheat futures drop twoweek low weak demand egypt cancels tender,negative,0.41,0.59,0.0
20150222,us natural gas futures surge fourweek high forecasts frigid weather,positive,0.97,0.03,0.0
20150222,oil prices dip us supply glut persists markets await greek reform vote,negative,0.02,0.98,0.0
20150223,crude oil prices fall amid record us inventories slowing rig declines,negative,0.01,0.99,0.0
20150223,gold drops sevenweek low greece secures bailout extension,negative,0.02,0.98,0.0
20150223,gold rebounds $ 1200 us home sales slump investors eye fed testimony,negative,0.15,0.84,0.0
20150223,gold prices hover near sevenweek low greece secures bailout extension,negative,0.01,0.98,0.0
20150223,gold prices edge higher markets await greece reform list china reopening,positive,0.98,0.01,0.0
20150223,us natural gas prices surge fiveweek high forecasts prolonged freezing weather,positive,0.99,0.01,0.0
20150223,oil prices edge higher markets await us supply data greek reform plans,positive,0.96,0.04,0.0
20150223,oil prices fall oversupply concerns strong dollar market shows signs stabilizing,negative,0.01,0.99,0.0
20150223,oil prices slide strong dollar supply glut weigh markets,negative,0.01,0.99,0.0
20150223,shell crudebyrail project washington delayed full environmental review,positive,0.68,0.32,0.0
20150223,us wheat futures hit threeweek low demand slows global supplies remain ample,negative,0.02,0.98,0.0
20150224,copper prices slip amid greek debt uncertainty fed rate speculation,negative,0.01,0.99,0.0
20150224,gold drops sevenweek low fed signals possible shift rate policy,negative,0.01,0.99,0.0
20150224,gold rises strong china manufacturing data copper lags fed signals flexible rate hike approach,positive,0.94,0.06,0.0
20150224,gold prices edge higher china markets reopen investors await key manufacturing data,positive,0.99,0.01,0.0
20150224,us natural gas prices fluctuate ample supplies offset cold weather demand,positive,0.77,0.22,0.0
20150224,oil prices edge higher despite rising us crude inventories global supply glut,positive,0.99,0.01,0.0
20150224,obama vetoes keystone xl pipeline bill project remains uncertain,positive,0.94,0.06,0.0
20150224,oil prices rebound greece secures bailout extension us rig count drops,negative,0.36,0.63,0.0
20150224,us wheat futures rebound investors seek bargains recent lows,positive,0.93,0.06,0.0
20150224,wti oil prices fall sixth straight session amid us supply glut concerns,negative,0.01,0.99,0.0
20150225,copper prices retreat china data disappoints gold silver gain fed comments,negative,0.1,0.89,0.01
20150225,gold surges $ 1200 fed signals immediate rate hike,positive,0.99,0.01,0.0
20150225,gold futures edge higher volatile trading amid dollar weakness fed comments,positive,0.98,0.02,0.0
20150225,gold holds gains us home sales beat expectations fed signals rate hike delay,positive,0.99,0.01,0.0
20150225,gold prices rise asia chinese demand rebounds fed signals rate hike delay,positive,0.99,0.01,0.0
20150225,us natural gas prices fluctuate ahead storage data cold weather boosts demand,positive,0.95,0.04,0.0
20150225,oil prices dip asia amid record us supply ongoing refinery strikes,negative,0.01,0.99,0.0
20150225,wti oil prices slip us crude inventories expected hit record highs,negative,0.02,0.98,0.0
20150225,oil prices rebound saudi arabia calms markets us inventories hit record high,positive,0.97,0.03,0.0
20150225,brent oil rises $ 59 chinese factory output surges saudi arabia signals growing demand,negative,0.0,1.0,0.0
20150225,us wheat futures hit threeweek low amid ample global supply soybeans rise brazil strike,negative,0.03,0.97,0.0
20150225,venezuela seeks annulment $ 16 billion world bank tribunal award exxon mobil,positive,0.97,0.03,0.0
20150225,us crude oil inventories hit record high pressuring wti prices,negative,0.01,0.99,0.0
20150226,copper prices surge sixweek high china returns holiday gold silver also rally,positive,0.99,0.01,0.0
20150226,crude oil prices plunge wiping february gains inventories surge,negative,0.02,0.98,0.0
20150226,crude oil prices slide strong dollar surging us inventories weigh market,negative,0.01,0.99,0.0
20150226,gold rises near oneweek high fed signals delay rate hike,positive,0.97,0.01,0.01
20150226,gold prices climb second day amid mixed us data asian market activity,positive,0.99,0.01,0.0
20150226,gold prices rise investors weigh us economic data fed rate outlook,positive,0.99,0.01,0.0
20150226,gold copper hold steady amid mixed economic data japan us,neutral,0.0,0.0,1.0
20150226,us natural gas futures drop 4 % storage decline misses expectations,positive,0.94,0.06,0.0
20150226,crude oil prices rebound asia japans industrial output surges despite mixed economic data,negative,0.23,0.77,0.0
20150226,us soybean prices edge higher amid brazil supply concerns wheat slips ample global stocks,positive,0.68,0.32,0.0
20150226,wti oil prices dip amid record us crude inventories supply glut concerns,negative,0.01,0.99,0.0
20150227,crude oil prices rebound 2 % weaker dollar follows disappointing us data,positive,0.99,0.01,0.0
20150227,gold holds steady investors await key us economic data,neutral,0.04,0.0,0.95
20150227,gold prices rise third straight day amid mixed us economic data weaker dollar,positive,0.99,0.01,0.0
20150227,crude oil prices post first monthly gain since june amid ongoing volatility,positive,0.99,0.01,0.0
20150301,oil prices rebound first monthly gain seven months amid production cuts market volatility,positive,0.99,0.01,0.0
20150301,gold rises third straight session fed rate hike expectations ease,positive,0.98,0.01,0.0
20150301,gold prices rise asia china cuts rates manufacturing data shows mixed signals,negative,0.15,0.85,0.0
20150301,us soybean prices hit sevenweek high amid brazil supply disruptions wheat corn also gain,positive,0.95,0.04,0.0
20150301,us natural gas futures near twoweek low warm weather dampens demand,negative,0.03,0.97,0.0
20150301,oil prices dip asia demand concerns persist despite china stimulus,negative,0.02,0.98,0.0
20150302,copper hits sevenweek high china cuts interest rates boost economy,positive,0.79,0.21,0.0
20150302,oil prices slide global supply glut persists despite falling us rig count,negative,0.01,0.99,0.0
20150302,gold prices dip twoweek high amid mixed signals china india,negative,0.01,0.99,0.0
20150302,gold nears twoweek high china cuts interest rates boost economy,negative,0.21,0.79,0.0
20150302,gold holds near twoweek high investors weigh us data china rate cut,negative,0.1,0.89,0.0
20150302,gold prices steady china eases policy india maintains import duty,neutral,0.0,0.06,0.94
20150302,us natural gas prices hover near twoweek low warm weather dims demand outlook,negative,0.01,0.99,0.0
20150302,crude oil prices edge higher ahead key us supply data,positive,0.99,0.01,0.0
20150302,brent oil prices drop 5 % iran nuclear deal hopes rising global supply,negative,0.01,0.99,0.0
20150302,oil prices plunge libyan supply disrupted iran signals potential export increase,negative,0.05,0.95,0.0
20150302,us soybean futures hit sevenweek high amid brazil supply disruptions,positive,0.87,0.13,0.0
20150302,wti oil prices edge higher despite weak us economic data supply glut,positive,0.99,0.01,0.0
20150303,brent oil prices rebound sharp drop investors seek bargains,positive,0.9,0.1,0.0
20150303,copper prices slide china economic concerns weigh demand,negative,0.01,0.99,0.0
20150303,oil prices rise investors await us inventory data monitor volatile market swings,positive,0.98,0.01,0.0
