Date,Date Group,Generated Headline,Classification,Positive,Negative,Neutral
2015-02-08,2015-02-08,oil prices surge investors bet recovery amid production cuts strong us jobs data,positive,0.98,0.02,0.0
2015-02-08,2015-02-08,us natural gas prices hit 32month low amid ample supply weak demand outlook,negative,0.02,0.98,0.0
2015-02-03,2015-02-09,copper prices reach oneweek high oil rally global markets boost sentiment,positive,0.99,0.01,0.0
2015-02-04,2015-02-09,copper prices retreat twoweek high amid china stimulus speculation,negative,0.01,0.99,0.0
2015-02-05,2015-02-09,venezuelas pdvsa halts algerian crude imports amid technical pricing disputes,negative,0.01,0.99,0.0
2015-02-05,2015-02-09,oil prices rebound amid supply glut concerns global economic uncertainty,positive,0.99,0.01,0.0
2015-02-06,2015-02-09,gold prices rise ahead key us jobs report amid ongoing greece concerns,positive,0.99,0.01,0.0
2015-02-08,2015-02-09,oil prices surge investors bet recovery amid production cuts strong us jobs data,positive,0.98,0.02,0.0
2015-02-08,2015-02-09,us natural gas prices hit 32month low amid ample supply weak demand outlook,negative,0.02,0.98,0.0
2015-02-09,2015-02-09,copper prices slip weak chinese trade data fuels stimulus speculation,negative,0.01,0.99,0.0
2015-02-04,2015-02-10,copper prices retreat twoweek high amid china stimulus speculation,negative,0.01,0.99,0.0
2015-02-05,2015-02-10,venezuelas pdvsa halts algerian crude imports amid technical pricing disputes,negative,0.01,0.99,0.0
2015-02-05,2015-02-10,oil prices rebound amid supply glut concerns global economic uncertainty,positive,0.99,0.01,0.0
2015-02-06,2015-02-10,gold prices rise ahead key us jobs report amid ongoing greece concerns,positive,0.99,0.01,0.0
2015-02-08,2015-02-10,oil prices surge investors bet recovery amid production cuts strong us jobs data,positive,0.98,0.02,0.0
2015-02-08,2015-02-10,us natural gas prices hit 32month low amid ample supply weak demand outlook,negative,0.02,0.98,0.0
2015-02-09,2015-02-10,copper prices slip weak chinese trade data fuels stimulus speculation,negative,0.01,0.99,0.0
2015-02-10,2015-02-10,crude oil prices fall iea report highlights supply glut demand concerns,negative,0.01,0.99,0.0
2015-02-10,2015-02-10,gold edges higher amid greek debt uncertainty fed rate hike concerns,positive,0.99,0.01,0.0
2015-02-05,2015-02-11,venezuelas pdvsa halts algerian crude imports amid technical pricing disputes,negative,0.01,0.99,0.0
2015-02-05,2015-02-11,oil prices rebound amid supply glut concerns global economic uncertainty,positive,0.99,0.01,0.0
2015-02-06,2015-02-11,gold prices rise ahead key us jobs report amid ongoing greece concerns,positive,0.99,0.01,0.0
2015-02-08,2015-02-11,oil prices surge investors bet recovery amid production cuts strong us jobs data,positive,0.98,0.02,0.0
2015-02-08,2015-02-11,us natural gas prices hit 32month low amid ample supply weak demand outlook,negative,0.02,0.98,0.0
2015-02-09,2015-02-11,copper prices slip weak chinese trade data fuels stimulus speculation,negative,0.01,0.99,0.0
2015-02-10,2015-02-11,crude oil prices fall iea report highlights supply glut demand concerns,negative,0.01,0.99,0.0
2015-02-10,2015-02-11,gold edges higher amid greek debt uncertainty fed rate hike concerns,positive,0.99,0.01,0.0
2015-02-11,2015-02-11,us wheat futures fall usda raises supply outlook corn soybean stocks mixed,positive,1.0,0.0,0.0
2015-02-11,2015-02-11,gold prices dip greece crisis fed rate hike expectations weigh markets,negative,0.01,0.99,0.0
2015-02-06,2015-02-12,gold prices rise ahead key us jobs report amid ongoing greece concerns,positive,0.99,0.01,0.0
2015-02-08,2015-02-12,oil prices surge investors bet recovery amid production cuts strong us jobs data,positive,0.98,0.02,0.0
2015-02-08,2015-02-12,us natural gas prices hit 32month low amid ample supply weak demand outlook,negative,0.02,0.98,0.0
2015-02-09,2015-02-12,copper prices slip weak chinese trade data fuels stimulus speculation,negative,0.01,0.99,0.0
2015-02-10,2015-02-12,crude oil prices fall iea report highlights supply glut demand concerns,negative,0.01,0.99,0.0
2015-02-10,2015-02-12,gold edges higher amid greek debt uncertainty fed rate hike concerns,positive,0.99,0.01,0.0
2015-02-11,2015-02-12,us wheat futures fall usda raises supply outlook corn soybean stocks mixed,positive,1.0,0.0,0.0
2015-02-11,2015-02-12,gold prices dip greece crisis fed rate hike expectations weigh markets,negative,0.01,0.99,0.0
2015-02-12,2015-02-12,natural gas prices slide us storage draw falls short expectations,negative,0.01,0.99,0.0
2015-02-08,2015-02-13,oil prices surge investors bet recovery amid production cuts strong us jobs data,positive,0.98,0.02,0.0
2015-02-08,2015-02-13,us natural gas prices hit 32month low amid ample supply weak demand outlook,negative,0.02,0.98,0.0
2015-02-09,2015-02-13,copper prices slip weak chinese trade data fuels stimulus speculation,negative,0.01,0.99,0.0
2015-02-10,2015-02-13,crude oil prices fall iea report highlights supply glut demand concerns,negative,0.01,0.99,0.0
2015-02-10,2015-02-13,gold edges higher amid greek debt uncertainty fed rate hike concerns,positive,0.99,0.01,0.0
2015-02-11,2015-02-13,us wheat futures fall usda raises supply outlook corn soybean stocks mixed,positive,1.0,0.0,0.0
2015-02-11,2015-02-13,gold prices dip greece crisis fed rate hike expectations weigh markets,negative,0.01,0.99,0.0
2015-02-12,2015-02-13,natural gas prices slide us storage draw falls short expectations,negative,0.01,0.99,0.0
2015-02-13,2015-02-13,oil prices climb 1 % weak us data pressures dollar,positive,0.99,0.01,0.0
2015-02-08,2015-02-14,oil prices surge investors bet recovery amid production cuts strong us jobs data,positive,0.98,0.02,0.0
2015-02-08,2015-02-14,us natural gas prices hit 32month low amid ample supply weak demand outlook,negative,0.02,0.98,0.0
2015-02-09,2015-02-14,copper prices slip weak chinese trade data fuels stimulus speculation,negative,0.01,0.99,0.0
2015-02-10,2015-02-14,crude oil prices fall iea report highlights supply glut demand concerns,negative,0.01,0.99,0.0
2015-02-10,2015-02-14,gold edges higher amid greek debt uncertainty fed rate hike concerns,positive,0.99,0.01,0.0
2015-02-11,2015-02-14,us wheat futures fall usda raises supply outlook corn soybean stocks mixed,positive,1.0,0.0,0.0
2015-02-11,2015-02-14,gold prices dip greece crisis fed rate hike expectations weigh markets,negative,0.01,0.99,0.0
2015-02-12,2015-02-14,natural gas prices slide us storage draw falls short expectations,negative,0.01,0.99,0.0
2015-02-13,2015-02-14,oil prices climb 1 % weak us data pressures dollar,positive,0.99,0.01,0.0
2015-02-09,2015-02-15,copper prices slip weak chinese trade data fuels stimulus speculation,negative,0.01,0.99,0.0
2015-02-10,2015-02-15,crude oil prices fall iea report highlights supply glut demand concerns,negative,0.01,0.99,0.0
2015-02-10,2015-02-15,gold edges higher amid greek debt uncertainty fed rate hike concerns,positive,0.99,0.01,0.0
2015-02-11,2015-02-15,us wheat futures fall usda raises supply outlook corn soybean stocks mixed,positive,1.0,0.0,0.0
2015-02-11,2015-02-15,gold prices dip greece crisis fed rate hike expectations weigh markets,negative,0.01,0.99,0.0
2015-02-12,2015-02-15,natural gas prices slide us storage draw falls short expectations,negative,0.01,0.99,0.0
2015-02-13,2015-02-15,oil prices climb 1 % weak us data pressures dollar,positive,0.99,0.01,0.0
2015-02-15,2015-02-15,gold rises weaker dollar greek uncertainty boost safehaven demand,positive,0.99,0.01,0.0
2015-02-10,2015-02-16,crude oil prices fall iea report highlights supply glut demand concerns,negative,0.01,0.99,0.0
2015-02-10,2015-02-16,gold edges higher amid greek debt uncertainty fed rate hike concerns,positive,0.99,0.01,0.0
2015-02-11,2015-02-16,us wheat futures fall usda raises supply outlook corn soybean stocks mixed,positive,1.0,0.0,0.0
2015-02-11,2015-02-16,gold prices dip greece crisis fed rate hike expectations weigh markets,negative,0.01,0.99,0.0
2015-02-12,2015-02-16,natural gas prices slide us storage draw falls short expectations,negative,0.01,0.99,0.0
2015-02-13,2015-02-16,oil prices climb 1 % weak us data pressures dollar,positive,0.99,0.01,0.0
2015-02-15,2015-02-16,gold rises weaker dollar greek uncertainty boost safehaven demand,positive,0.99,0.01,0.0
2015-02-16,2015-02-16,copper prices fall greeceeu bailout talks loom japan recovery disappoints,negative,0.01,0.99,0.0
2015-02-16,2015-02-16,gold prices edge higher greece bailout talks collapse fueling eurozone uncertainty,positive,0.99,0.01,0.0
2015-02-11,2015-02-17,us wheat futures fall usda raises supply outlook corn soybean stocks mixed,positive,1.0,0.0,0.0
2015-02-11,2015-02-17,gold prices dip greece crisis fed rate hike expectations weigh markets,negative,0.01,0.99,0.0
2015-02-12,2015-02-17,natural gas prices slide us storage draw falls short expectations,negative,0.01,0.99,0.0
2015-02-13,2015-02-17,oil prices climb 1 % weak us data pressures dollar,positive,0.99,0.01,0.0
2015-02-15,2015-02-17,gold rises weaker dollar greek uncertainty boost safehaven demand,positive,0.99,0.01,0.0
2015-02-16,2015-02-17,copper prices fall greeceeu bailout talks loom japan recovery disappoints,negative,0.01,0.99,0.0
2015-02-16,2015-02-17,gold prices edge higher greece bailout talks collapse fueling eurozone uncertainty,positive,0.99,0.01,0.0
2015-02-17,2015-02-17,copper prices fall greek debt talks collapse fueling eurozone uncertainty,negative,0.01,0.99,0.0
2015-02-12,2015-02-18,natural gas prices slide us storage draw falls short expectations,negative,0.01,0.99,0.0
2015-02-13,2015-02-18,oil prices climb 1 % weak us data pressures dollar,positive,0.99,0.01,0.0
2015-02-15,2015-02-18,gold rises weaker dollar greek uncertainty boost safehaven demand,positive,0.99,0.01,0.0
2015-02-16,2015-02-18,copper prices fall greeceeu bailout talks loom japan recovery disappoints,negative,0.01,0.99,0.0
2015-02-16,2015-02-18,gold prices edge higher greece bailout talks collapse fueling eurozone uncertainty,positive,0.99,0.01,0.0
2015-02-17,2015-02-18,copper prices fall greek debt talks collapse fueling eurozone uncertainty,negative,0.01,0.99,0.0
2015-02-18,2015-02-18,copper prices dip amid greek bailout talks chinese market closure,negative,0.01,0.99,0.0
2015-02-13,2015-02-19,oil prices climb 1 % weak us data pressures dollar,positive,0.99,0.01,0.0
2015-02-15,2015-02-19,gold rises weaker dollar greek uncertainty boost safehaven demand,positive,0.99,0.01,0.0
2015-02-16,2015-02-19,copper prices fall greeceeu bailout talks loom japan recovery disappoints,negative,0.01,0.99,0.0
2015-02-16,2015-02-19,gold prices edge higher greece bailout talks collapse fueling eurozone uncertainty,positive,0.99,0.01,0.0
2015-02-17,2015-02-19,copper prices fall greek debt talks collapse fueling eurozone uncertainty,negative,0.01,0.99,0.0
2015-02-18,2015-02-19,copper prices dip amid greek bailout talks chinese market closure,negative,0.01,0.99,0.0
2015-02-19,2015-02-19,copper prices slip amid greek bailout uncertainty chinese market closure,negative,0.01,0.99,0.0
2015-02-15,2015-02-20,gold rises weaker dollar greek uncertainty boost safehaven demand,positive,0.99,0.01,0.0
2015-02-16,2015-02-20,copper prices fall greeceeu bailout talks loom japan recovery disappoints,negative,0.01,0.99,0.0
2015-02-16,2015-02-20,gold prices edge higher greece bailout talks collapse fueling eurozone uncertainty,positive,0.99,0.01,0.0
2015-02-17,2015-02-20,copper prices fall greek debt talks collapse fueling eurozone uncertainty,negative,0.01,0.99,0.0
2015-02-18,2015-02-20,copper prices dip amid greek bailout talks chinese market closure,negative,0.01,0.99,0.0
2015-02-19,2015-02-20,copper prices slip amid greek bailout uncertainty chinese market closure,negative,0.01,0.99,0.0
2015-02-20,2015-02-20,brent oil holds $ 60 falling us rig count offsets oversupply concerns,negative,0.01,0.99,0.0
2015-02-15,2015-02-21,gold rises weaker dollar greek uncertainty boost safehaven demand,positive,0.99,0.01,0.0
2015-02-16,2015-02-21,copper prices fall greeceeu bailout talks loom japan recovery disappoints,negative,0.01,0.99,0.0
2015-02-16,2015-02-21,gold prices edge higher greece bailout talks collapse fueling eurozone uncertainty,positive,0.99,0.01,0.0
2015-02-17,2015-02-21,copper prices fall greek debt talks collapse fueling eurozone uncertainty,negative,0.01,0.99,0.0
2015-02-18,2015-02-21,copper prices dip amid greek bailout talks chinese market closure,negative,0.01,0.99,0.0
2015-02-19,2015-02-21,copper prices slip amid greek bailout uncertainty chinese market closure,negative,0.01,0.99,0.0
2015-02-20,2015-02-21,brent oil holds $ 60 falling us rig count offsets oversupply concerns,negative,0.01,0.99,0.0
2015-02-16,2015-02-22,copper prices fall greeceeu bailout talks loom japan recovery disappoints,negative,0.01,0.99,0.0
2015-02-16,2015-02-22,gold prices edge higher greece bailout talks collapse fueling eurozone uncertainty,positive,0.99,0.01,0.0
2015-02-17,2015-02-22,copper prices fall greek debt talks collapse fueling eurozone uncertainty,negative,0.01,0.99,0.0
2015-02-18,2015-02-22,copper prices dip amid greek bailout talks chinese market closure,negative,0.01,0.99,0.0
2015-02-19,2015-02-22,copper prices slip amid greek bailout uncertainty chinese market closure,negative,0.01,0.99,0.0
2015-02-20,2015-02-22,brent oil holds $ 60 falling us rig count offsets oversupply concerns,negative,0.01,0.99,0.0
2015-02-22,2015-02-22,wti oil prices slide us rig decline slows supply glut persists,negative,0.01,0.99,0.0
2015-02-17,2015-02-23,copper prices fall greek debt talks collapse fueling eurozone uncertainty,negative,0.01,0.99,0.0
2015-02-18,2015-02-23,copper prices dip amid greek bailout talks chinese market closure,negative,0.01,0.99,0.0
2015-02-19,2015-02-23,copper prices slip amid greek bailout uncertainty chinese market closure,negative,0.01,0.99,0.0
2015-02-20,2015-02-23,brent oil holds $ 60 falling us rig count offsets oversupply concerns,negative,0.01,0.99,0.0
2015-02-22,2015-02-23,wti oil prices slide us rig decline slows supply glut persists,negative,0.01,0.99,0.0
2015-02-23,2015-02-23,crude oil prices fall amid record us inventories slowing rig declines,negative,0.01,0.99,0.0
2015-02-18,2015-02-24,copper prices dip amid greek bailout talks chinese market closure,negative,0.01,0.99,0.0
2015-02-19,2015-02-24,copper prices slip amid greek bailout uncertainty chinese market closure,negative,0.01,0.99,0.0
2015-02-20,2015-02-24,brent oil holds $ 60 falling us rig count offsets oversupply concerns,negative,0.01,0.99,0.0
2015-02-22,2015-02-24,wti oil prices slide us rig decline slows supply glut persists,negative,0.01,0.99,0.0
2015-02-23,2015-02-24,crude oil prices fall amid record us inventories slowing rig declines,negative,0.01,0.99,0.0
2015-02-24,2015-02-24,gold prices edge higher china markets reopen investors await key manufacturing data,positive,0.99,0.01,0.0
2015-02-19,2015-02-25,copper prices slip amid greek bailout uncertainty chinese market closure,negative,0.01,0.99,0.0
