Date,Date Group,Keywords,Classification,Positive,Negative,Neutral
2015-02-18,2015-02-18,crude oil futures stockpiles brent greece,negative,0.0,0.99,0.0
2015-02-13,2015-02-19,gold prices us dollar retail sales jobless claims greece bailout,negative,0.21,0.78,0.0
2015-02-15,2015-02-19,crude oil production cuts brent us dollar economic data,positive,1.0,0.0,0.0
2015-02-15,2015-02-19,gold us dollar greece federal reserve commodities,negative,0.03,0.97,0.0
2015-02-16,2015-02-19,natural gas prices weather storage futures,negative,0.07,0.92,0.01
2015-02-17,2015-02-19,copper greece euro zone bailout commodities,negative,0.25,0.75,0.0
2015-02-18,2015-02-19,crude oil futures stockpiles brent greece,negative,0.0,0.99,0.0
2015-02-19,2015-02-19,oil prices crude inventories us supply brent greece bailout,negative,0.02,0.98,0.0
2015-02-15,2015-02-20,crude oil production cuts brent us dollar economic data,positive,1.0,0.0,0.0
2015-02-15,2015-02-20,gold us dollar greece federal reserve commodities,negative,0.03,0.97,0.0
2015-02-16,2015-02-20,natural gas prices weather storage futures,negative,0.07,0.92,0.01
2015-02-17,2015-02-20,copper greece euro zone bailout commodities,negative,0.25,0.75,0.0
2015-02-18,2015-02-20,crude oil futures stockpiles brent greece,negative,0.0,0.99,0.0
2015-02-19,2015-02-20,oil prices crude inventories us supply brent greece bailout,negative,0.02,0.98,0.0
2015-02-20,2015-02-20,brent crude us rig count oil oversupply saudi arabia oil prices,negative,0.03,0.97,0.0
2015-02-15,2015-02-21,crude oil production cuts brent us dollar economic data,positive,1.0,0.0,0.0
2015-02-15,2015-02-21,gold us dollar greece federal reserve commodities,negative,0.03,0.97,0.0
2015-02-16,2015-02-21,natural gas prices weather storage futures,negative,0.07,0.92,0.01
2015-02-17,2015-02-21,copper greece euro zone bailout commodities,negative,0.25,0.75,0.0
2015-02-18,2015-02-21,crude oil futures stockpiles brent greece,negative,0.0,0.99,0.0
2015-02-19,2015-02-21,oil prices crude inventories us supply brent greece bailout,negative,0.02,0.98,0.0
2015-02-20,2015-02-21,brent crude us rig count oil oversupply saudi arabia oil prices,negative,0.03,0.97,0.0
2015-02-16,2015-02-22,natural gas prices weather storage futures,negative,0.07,0.92,0.01
2015-02-17,2015-02-22,copper greece euro zone bailout commodities,negative,0.25,0.75,0.0
2015-02-18,2015-02-22,crude oil futures stockpiles brent greece,negative,0.0,0.99,0.0
2015-02-19,2015-02-22,oil prices crude inventories us supply brent greece bailout,negative,0.02,0.98,0.0
2015-02-20,2015-02-22,brent crude us rig count oil oversupply saudi arabia oil prices,negative,0.03,0.97,0.0
2015-02-22,2015-02-22,oil prices us rigs supply glut brent crude greece bailout,negative,0.02,0.98,0.0
2015-02-17,2015-02-23,copper greece euro zone bailout commodities,negative,0.25,0.75,0.0
2015-02-18,2015-02-23,crude oil futures stockpiles brent greece,negative,0.0,0.99,0.0
2015-02-19,2015-02-23,oil prices crude inventories us supply brent greece bailout,negative,0.02,0.98,0.0
2015-02-20,2015-02-23,brent crude us rig count oil oversupply saudi arabia oil prices,negative,0.03,0.97,0.0
2015-02-22,2015-02-23,oil prices us rigs supply glut brent crude greece bailout,negative,0.02,0.98,0.0
2015-02-23,2015-02-23,crude oil supply glut strong dollar brent us inventories,negative,0.01,0.99,0.0
2015-02-18,2015-02-24,crude oil futures stockpiles brent greece,negative,0.0,0.99,0.0
2015-02-19,2015-02-24,oil prices crude inventories us supply brent greece bailout,negative,0.02,0.98,0.0
2015-02-20,2015-02-24,brent crude us rig count oil oversupply saudi arabia oil prices,negative,0.03,0.97,0.0
2015-02-22,2015-02-24,oil prices us rigs supply glut brent crude greece bailout,negative,0.02,0.98,0.0
2015-02-23,2015-02-24,crude oil supply glut strong dollar brent us inventories,negative,0.01,0.99,0.0
2015-02-24,2015-02-24,oil prices supply glut us crude brent rig count,negative,0.02,0.97,0.0
2015-02-19,2015-02-25,oil prices crude inventories us supply brent greece bailout,negative,0.02,0.98,0.0
2015-02-20,2015-02-25,brent crude us rig count oil oversupply saudi arabia oil prices,negative,0.03,0.97,0.0
2015-02-22,2015-02-25,oil prices us rigs supply glut brent crude greece bailout,negative,0.02,0.98,0.0
2015-02-23,2015-02-25,crude oil supply glut strong dollar brent us inventories,negative,0.01,0.99,0.0
2015-02-24,2015-02-25,oil prices supply glut us crude brent rig count,negative,0.02,0.97,0.0
2015-02-25,2015-02-25,oil prices crude inventories wti brent federal reserve,negative,0.01,0.98,0.0
2015-02-20,2015-02-26,brent crude us rig count oil oversupply saudi arabia oil prices,negative,0.03,0.97,0.0
2015-02-22,2015-02-26,oil prices us rigs supply glut brent crude greece bailout,negative,0.02,0.98,0.0
2015-02-23,2015-02-26,crude oil supply glut strong dollar brent us inventories,negative,0.01,0.99,0.0
2015-02-24,2015-02-26,oil prices supply glut us crude brent rig count,negative,0.02,0.97,0.0
2015-02-25,2015-02-26,oil prices crude inventories wti brent federal reserve,negative,0.01,0.98,0.0
2015-02-26,2015-02-26,crude oil us dollar inventories brent opec,negative,0.01,0.99,0.01
2015-02-22,2015-02-27,oil prices us rigs supply glut brent crude greece bailout,negative,0.02,0.98,0.0
2015-02-23,2015-02-27,crude oil supply glut strong dollar brent us inventories,negative,0.01,0.99,0.0
2015-02-24,2015-02-27,oil prices supply glut us crude brent rig count,negative,0.02,0.97,0.0
2015-02-25,2015-02-27,oil prices crude inventories wti brent federal reserve,negative,0.01,0.98,0.0
2015-02-26,2015-02-27,crude oil us dollar inventories brent opec,negative,0.01,0.99,0.01
2015-02-27,2015-02-27,gold prices us economy jobless claims durable goods federal reserve,negative,0.02,0.98,0.0
2015-02-22,2015-02-28,oil prices us rigs supply glut brent crude greece bailout,negative,0.02,0.98,0.0
2015-02-23,2015-02-28,crude oil supply glut strong dollar brent us inventories,negative,0.01,0.99,0.0
2015-02-24,2015-02-28,oil prices supply glut us crude brent rig count,negative,0.02,0.97,0.0
2015-02-25,2015-02-28,oil prices crude inventories wti brent federal reserve,negative,0.01,0.98,0.0
2015-02-26,2015-02-28,crude oil us dollar inventories brent opec,negative,0.01,0.99,0.01
2015-02-27,2015-02-28,gold prices us economy jobless claims durable goods federal reserve,negative,0.02,0.98,0.0
2015-02-23,2015-03-01,crude oil supply glut strong dollar brent us inventories,negative,0.01,0.99,0.0
2015-02-24,2015-03-01,oil prices supply glut us crude brent rig count,negative,0.02,0.97,0.0
2015-02-25,2015-03-01,oil prices crude inventories wti brent federal reserve,negative,0.01,0.98,0.0
2015-02-26,2015-03-01,crude oil us dollar inventories brent opec,negative,0.01,0.99,0.01
2015-02-27,2015-03-01,gold prices us economy jobless claims durable goods federal reserve,negative,0.02,0.98,0.0
2015-03-01,2015-03-01,gold china interest rates manufacturing commodities,negative,0.03,0.94,0.03
2015-02-24,2015-03-02,oil prices supply glut us crude brent rig count,negative,0.02,0.97,0.0
2015-02-25,2015-03-02,oil prices crude inventories wti brent federal reserve,negative,0.01,0.98,0.0
2015-02-26,2015-03-02,crude oil us dollar inventories brent opec,negative,0.01,0.99,0.01
2015-02-27,2015-03-02,gold prices us economy jobless claims durable goods federal reserve,negative,0.02,0.98,0.0
2015-03-01,2015-03-02,gold china interest rates manufacturing commodities,negative,0.03,0.94,0.03
2015-03-02,2015-03-02,oil prices wti us economy supply glut brent,negative,0.01,0.99,0.0
2015-02-25,2015-03-03,oil prices crude inventories wti brent federal reserve,negative,0.01,0.98,0.0
2015-02-26,2015-03-03,crude oil us dollar inventories brent opec,negative,0.01,0.99,0.01
2015-02-27,2015-03-03,gold prices us economy jobless claims durable goods federal reserve,negative,0.02,0.98,0.0
2015-03-01,2015-03-03,gold china interest rates manufacturing commodities,negative,0.03,0.94,0.03
2015-03-02,2015-03-03,oil prices wti us economy supply glut brent,negative,0.01,0.99,0.0
2015-03-03,2015-03-03,brent crude oil prices us inventories rig count opec,negative,0.01,0.97,0.02
2015-02-26,2015-03-04,crude oil us dollar inventories brent opec,negative,0.01,0.99,0.01
2015-02-27,2015-03-04,gold prices us economy jobless claims durable goods federal reserve,negative,0.02,0.98,0.0
2015-03-01,2015-03-04,gold china interest rates manufacturing commodities,negative,0.03,0.94,0.03
2015-03-02,2015-03-04,oil prices wti us economy supply glut brent,negative,0.01,0.99,0.0
2015-03-03,2015-03-04,brent crude oil prices us inventories rig count opec,negative,0.01,0.97,0.02
2015-03-04,2015-03-04,gold us dollar ecb employment commodities,negative,0.01,0.99,0.0
2015-02-27,2015-03-05,gold prices us economy jobless claims durable goods federal reserve,negative,0.02,0.98,0.0
2015-03-01,2015-03-05,gold china interest rates manufacturing commodities,negative,0.03,0.94,0.03
2015-03-02,2015-03-05,oil prices wti us economy supply glut brent,negative,0.01,0.99,0.0
2015-03-03,2015-03-05,brent crude oil prices us inventories rig count opec,negative,0.01,0.97,0.02
2015-03-04,2015-03-05,gold us dollar ecb employment commodities,negative,0.01,0.99,0.0
2015-03-05,2015-03-05,crude oil brent inventories opec us dollar,negative,0.01,0.98,0.0
2015-03-01,2015-03-06,gold china interest rates manufacturing commodities,negative,0.03,0.94,0.03
2015-03-02,2015-03-06,oil prices wti us economy supply glut brent,negative,0.01,0.99,0.0
2015-03-03,2015-03-06,brent crude oil prices us inventories rig count opec,negative,0.01,0.97,0.02
2015-03-04,2015-03-06,gold us dollar ecb employment commodities,negative,0.01,0.99,0.0
2015-03-05,2015-03-06,crude oil brent inventories opec us dollar,negative,0.01,0.98,0.0
2015-03-06,2015-03-06,bp gulf mexico oil spill settlement fraud,positive,1.0,0.0,0.0
2015-03-06,2015-03-06,gold prices ecb quantitative easing us employment inflation,negative,0.04,0.96,0.0
2015-03-01,2015-03-07,gold china interest rates manufacturing commodities,negative,0.03,0.94,0.03
2015-03-02,2015-03-07,oil prices wti us economy supply glut brent,negative,0.01,0.99,0.0
2015-03-03,2015-03-07,brent crude oil prices us inventories rig count opec,negative,0.01,0.97,0.02
2015-03-04,2015-03-07,gold us dollar ecb employment commodities,negative,0.01,0.99,0.0
2015-03-05,2015-03-07,crude oil brent inventories opec us dollar,negative,0.01,0.98,0.0
2015-03-06,2015-03-07,bp gulf mexico oil spill settlement fraud,positive,1.0,0.0,0.0
2015-03-06,2015-03-07,gold prices ecb quantitative easing us employment inflation,negative,0.04,0.96,0.0
2015-03-02,2015-03-08,oil prices wti us economy supply glut brent,negative,0.01,0.99,0.0
2015-03-03,2015-03-08,brent crude oil prices us inventories rig count opec,negative,0.01,0.97,0.02
2015-03-04,2015-03-08,gold us dollar ecb employment commodities,negative,0.01,0.99,0.0
2015-03-05,2015-03-08,crude oil brent inventories opec us dollar,negative,0.01,0.98,0.0
2015-03-06,2015-03-08,bp gulf mexico oil spill settlement fraud,positive,1.0,0.0,0.0
2015-03-06,2015-03-08,gold prices ecb quantitative easing us employment inflation,negative,0.04,0.96,0.0
2015-03-08,2015-03-08,natural gas futures storage heating demand weather,negative,0.05,0.94,0.01
2015-03-03,2015-03-09,brent crude oil prices us inventories rig count opec,negative,0.01,0.97,0.02
2015-03-04,2015-03-09,gold us dollar ecb employment commodities,negative,0.01,0.99,0.0
2015-03-05,2015-03-09,crude oil brent inventories opec us dollar,negative,0.01,0.98,0.0
2015-03-06,2015-03-09,bp gulf mexico oil spill settlement fraud,positive,1.0,0.0,0.0
2015-03-06,2015-03-09,gold prices ecb quantitative easing us employment inflation,negative,0.04,0.96,0.0
2015-03-08,2015-03-09,natural gas futures storage heating demand weather,negative,0.05,0.94,0.01
2015-03-09,2015-03-09,crude oil inventories china wti opec,negative,0.01,0.98,0.0
2015-03-04,2015-03-10,gold us dollar ecb employment commodities,negative,0.01,0.99,0.0
2015-03-05,2015-03-10,crude oil brent inventories opec us dollar,negative,0.01,0.98,0.0
2015-03-06,2015-03-10,bp gulf mexico oil spill settlement fraud,positive,1.0,0.0,0.0
2015-03-06,2015-03-10,gold prices ecb quantitative easing us employment inflation,negative,0.04,0.96,0.0
2015-03-08,2015-03-10,natural gas futures storage heating demand weather,negative,0.05,0.94,0.01
2015-03-09,2015-03-10,crude oil inventories china wti opec,negative,0.01,0.98,0.0
2015-03-10,2015-03-10,crude oil inventories wti brent us dollar,negative,0.01,0.99,0.0
2015-03-05,2015-03-11,crude oil brent inventories opec us dollar,negative,0.01,0.98,0.0
2015-03-06,2015-03-11,bp gulf mexico oil spill settlement fraud,positive,1.0,0.0,0.0
2015-03-06,2015-03-11,gold prices ecb quantitative easing us employment inflation,negative,0.04,0.96,0.0
2015-03-08,2015-03-11,natural gas futures storage heating demand weather,negative,0.05,0.94,0.01
2015-03-09,2015-03-11,crude oil inventories china wti opec,negative,0.01,0.98,0.0
2015-03-10,2015-03-11,crude oil inventories wti brent us dollar,negative,0.01,0.99,0.0
2015-03-11,2015-03-11,natural gas inventories futures crude oil energy information administration,negative,0.0,0.99,0.01
2015-03-06,2015-03-12,bp gulf mexico oil spill settlement fraud,positive,1.0,0.0,0.0
2015-03-06,2015-03-12,gold prices ecb quantitative easing us employment inflation,negative,0.04,0.96,0.0
2015-03-08,2015-03-12,natural gas futures storage heating demand weather,negative,0.05,0.94,0.01
2015-03-09,2015-03-12,crude oil inventories china wti opec,negative,0.01,0.98,0.0
2015-03-10,2015-03-12,crude oil inventories wti brent us dollar,negative,0.01,0.99,0.0
2015-03-11,2015-03-12,natural gas inventories futures crude oil energy information administration,negative,0.0,0.99,0.01
2015-03-12,2015-03-12,crude oil inventories retail sales houston refinery,negative,0.02,0.98,0.0
2015-03-08,2015-03-13,natural gas futures storage heating demand weather,negative,0.05,0.94,0.01
2015-03-09,2015-03-13,crude oil inventories china wti opec,negative,0.01,0.98,0.0
2015-03-10,2015-03-13,crude oil inventories wti brent us dollar,negative,0.01,0.99,0.0
2015-03-11,2015-03-13,natural gas inventories futures crude oil energy information administration,negative,0.0,0.99,0.01
2015-03-12,2015-03-13,crude oil inventories retail sales houston refinery,negative,0.02,0.98,0.0
2015-03-13,2015-03-13,oil prices iea crude inventories shale production us dollar,negative,0.03,0.96,0.01
2015-03-08,2015-03-14,natural gas futures storage heating demand weather,negative,0.05,0.94,0.01
2015-03-09,2015-03-14,crude oil inventories china wti opec,negative,0.01,0.98,0.0
2015-03-10,2015-03-14,crude oil inventories wti brent us dollar,negative,0.01,0.99,0.0
2015-03-11,2015-03-14,natural gas inventories futures crude oil energy information administration,negative,0.0,0.99,0.01
2015-03-12,2015-03-14,crude oil inventories retail sales houston refinery,negative,0.02,0.98,0.0
2015-03-13,2015-03-14,oil prices iea crude inventories shale production us dollar,negative,0.03,0.96,0.01
2015-03-14,2015-03-14,bp oil spill penalty appeal gulf mexico,positive,1.0,0.0,0.0
2015-03-09,2015-03-15,crude oil inventories china wti opec,negative,0.01,0.98,0.0
2015-03-10,2015-03-15,crude oil inventories wti brent us dollar,negative,0.01,0.99,0.0
2015-03-11,2015-03-15,natural gas inventories futures crude oil energy information administration,negative,0.0,0.99,0.01
2015-03-12,2015-03-15,crude oil inventories retail sales houston refinery,negative,0.02,0.98,0.0
2015-03-13,2015-03-15,oil prices iea crude inventories shale production us dollar,negative,0.03,0.96,0.01
2015-03-14,2015-03-15,bp oil spill penalty appeal gulf mexico,positive,1.0,0.0,0.0
2015-03-15,2015-03-15,crude oil iea report us production oil prices federal reserve,negative,0.02,0.97,0.01
2015-03-10,2015-03-16,crude oil inventories wti brent us dollar,negative,0.01,0.99,0.0
2015-03-11,2015-03-16,natural gas inventories futures crude oil energy information administration,negative,0.0,0.99,0.01
2015-03-12,2015-03-16,crude oil inventories retail sales houston refinery,negative,0.02,0.98,0.0
2015-03-13,2015-03-16,oil prices iea crude inventories shale production us dollar,negative,0.03,0.96,0.01
2015-03-14,2015-03-16,bp oil spill penalty appeal gulf mexico,positive,1.0,0.0,0.0
