Date,Headline,Classification,Positive,Negative,Neutral
20150222,nymex crude falls asia china markets shut greece vote ahead,negative,0.02,0.98,0.0
20150223,crude oil futures edge lower amid oversupply concerns,negative,0.02,0.97,0.0
20150223,gold extends losses $ 1200 trade 7week low,negative,0.02,0.98,0.0
20150223,gold futures bounce 7week low reclaim $ 1200level,negative,0.03,0.97,0.0
20150223,gold futures trade near 7week low greece focus,negative,0.03,0.96,0.0
20150223,gold prices tad early asia greece reform proposals eyed,negative,0.43,0.56,0.01
20150223,natural gas futures climb 5week high us cold blast,positive,0.98,0.01,0.0
20150223,nymex crude prices gain early asia investors await greece reforms,positive,0.99,0.01,0.0
20150223,oil high supply worry quick &quotbuying dips&quot,negative,0.01,0.99,0.0
20150223,oil futures extend losses stronger dollar wti falls $ 49,negative,0.01,0.98,0.0
20150223,shells washington rail project faces lengthy delay,positive,0.97,0.03,0.0
20150223,us wheat futures hit 3week low amid weak export demand,negative,0.34,0.65,0.0
20150224,copper declines greece yellen testimony focus,negative,0.02,0.98,0.0
20150224,gold futures hit fresh 7week low yellen remarks,negative,0.03,0.97,0.0
20150224,gold prices gain hsbc china flash pmi copper lags,positive,0.93,0.07,0.0
20150224,gold prices ahead hsbc china flash pmi markets reopen,positive,0.95,0.05,0.0
20150224,natural gas wavers near 5week high weather supplies focus,negative,0.01,0.99,0.0
20150224,nymex crude asia api data shows mixed picture stocks,negative,0.02,0.97,0.0
20150224,obama vetoes keystone xl pipeline leaving limbo,positive,0.96,0.04,0.0
20150224,oil futures rally euro zone approves greek bailout extension,positive,0.99,0.01,0.0
20150224,us wheat futures bounce 3week low losses seen ahead,positive,0.8,0.19,0.01
20150224,wti oil futures fall $ 49 amid us supply glut,negative,0.08,0.91,0.0
20150225,copper futures fall china flash pmi data,positive,0.6,0.4,0.0
20150225,gold futures rally 1 % trade $ 1200 fed rate outlook,positive,0.99,0.01,0.0
20150225,gold futures yellen concludes testimony congress,negative,0.27,0.42,0.31
20150225,gold holds gains new home sales data yellen comments support,positive,0.75,0.16,0.09
20150225,gold prices gain asia china demand eyed,positive,0.99,0.01,0.0
20150225,natural gas futures fluctuate subdued trade ahead storage data,negative,0.08,0.92,0.01
20150225,nymex crude prices ease asia saudi fights market share,negative,0.03,0.97,0.0
20150225,nymex oil futures near 2week low ahead us supply data,negative,0.07,0.92,0.0
20150225,oil prices rise saudi minister declares calming markets,positive,0.99,0.01,0.0
20150225,oil rises $ 59 saudis say demand growing,positive,0.99,0.01,0.0
20150225,us wheat slumps 3week low soybeans fall 6week top,negative,0.03,0.97,0.0
20150225,venezuela seeks annulment exxon award world bank tribunal,positive,0.64,0.35,0.0
20150225,wti oil remains negative territory bearish us supply data,negative,0.01,0.9,0.09
20150226,copper futures rally 6week high china returns market,positive,0.99,0.01,0.0
20150226,crude oil drops sharply erasing february gains,negative,0.01,0.99,0.0
20150226,crude oil futures fall sharply stronger dollar weighs,negative,0.01,0.99,0.0
20150226,gold climbs 1 % delayed fed rate hike outlook,positive,0.99,0.01,0.0
20150226,gold prices increase second straight day,positive,0.99,0.01,0.0
20150226,gold remains positive territory us data dump,positive,0.8,0.01,0.19
20150226,gold copper steady japan data shows bump industrial output,neutral,0.0,0.01,0.99
20150226,natural gas futures plunge 4 % bearish storage data,negative,0.01,0.98,0.0
20150226,nymex crude higher japan industrial output signs demand growth,negative,0.29,0.71,0.0
20150226,us soybean futures edge higher amid brazil supply disruption,positive,0.56,0.44,0.0
20150226,wti oil futures edge lower recordhigh us supplies weigh,positive,0.54,0.46,0.0
20150227,crude oil rallies 2 % weaker dollar,positive,0.97,0.02,0.0
20150227,gold futures little changed ahead us gdp data,negative,0.2,0.42,0.38
20150227,gold third straight day ends february month,negative,0.04,0.95,0.0
20150227,wti crude oil posts first monthly gain since june,positive,0.99,0.01,0.0
20150301,crude oil futures weekly outlook march 2 6,negative,0.01,0.58,0.41
20150301,gold / silver / copper futures weekly outlook march 2 6,negative,0.12,0.75,0.13
20150301,gold gains asia lowinterest rate outlook offers support,positive,0.88,0.12,0.0
20150301,grain futures weekly outlook march 2 6,negative,0.02,0.56,0.42
20150301,natural gas futures weekly outlook march 2 6,negative,0.02,0.85,0.13
20150301,nymex crude weaker asia despite china rate cut solid pmi data,negative,0.01,0.99,0.0
20150302,copper futures hit 7week peak china rate cut,negative,0.4,0.6,0.0
20150302,crude oil futures decline oversupply concerns linger,positive,0.78,0.22,0.0
20150302,gold falls following conflicting reports china india,negative,0.01,0.99,0.0
20150302,gold futures trade close 2week high china stimulus move,negative,0.13,0.86,0.01
20150302,gold holds near 2week high us consumer spending data,positive,0.96,0.04,0.0
20150302,gold prices steady weaker asia investors eye china india,neutral,0.0,0.01,0.99
20150302,natural gas futures close 2week low weather supplies focus,negative,0.48,0.52,0.01
20150302,nymex crude gains early asia ahead us stockpile reports,positive,0.99,0.0,0.0
20150302,oil tumbles iran libya worry high supply returns,negative,0.03,0.97,0.0
20150302,sharp drop oil prices amid instability libya iran,negative,0.01,0.99,0.0
20150302,us soybeans touch 7week high brazil truck strike continues,positive,0.92,0.08,0.0
20150302,wti oil races higher ism data brent 2 % libya supply,positive,0.9,0.1,0.0
20150303,brent oil futures retrace mondays 5 % plunge,negative,0.4,0.59,0.01
20150303,copper futures fall 7week high china growth concerns,negative,0.03,0.97,0.0
20150303,crude oil futures rebound us supply data focus,positive,0.98,0.02,0.0
20150303,crude oil rises sharply netanyahus address congress,positive,0.99,0.01,0.0
20150303,gold futures trade flat mondays losses,neutral,0.0,0.02,0.98
20150303,gold little changed investors look ahead ecb us jobs data,negative,0.21,0.78,0.01
20150303,gold prices fall us dollar index reaches 11year high,negative,0.01,0.99,0.0
20150303,gold prices quoted higher early asia india china demand eyed,positive,0.99,0.01,0.01
20150303,natural gas futures turn higher hitting 3week low,positive,0.96,0.04,0.0
20150303,nymex crude quoted higher asia api shows mixed stocks data,positive,0.99,0.01,0.0
20150303,saudi king keeps close hand oil remodelling strategic team,negative,0.11,0.89,0.0
20150303,us grain futures edge mondays declines,negative,0.09,0.91,0.0
20150304,copper declines ahead china npc meeting,negative,0.01,0.99,0.0
20150304,gold holds steady traders await ecb us jobs report,neutral,0.02,0.02,0.96
20150304,gold prices early asia cautious trade ahead ecb meeting,negative,0.11,0.87,0.02
20150304,gold slides toward $ 1200 india announces surprise rate cut,negative,0.02,0.98,0.0
20150304,gold turns modestly higher adp miss,positive,0.99,0.01,0.0
20150304,natural gas futures rally 2 % late winter storm,positive,0.99,0.01,0.0
20150304,nymex crude asia market focuses china india demand outlook,negative,0.43,0.57,0.0
20150304,nymex oil futures trade $ 50 ahead us supply data,positive,0.54,0.44,0.01
20150304,oil prices fall sharply amid record inventories,negative,0.01,0.99,0.0
20150304,us soybeans trade close 1week low brazil export prospects,positive,0.97,0.03,0.01
20150304,wti oil crashes $ 50 bearish us supply data,negative,0.02,0.98,0.0
20150305,bnsf oil train derails rural illinois two cars aflame,positive,0.97,0.03,0.0
20150305,brent wti oil futures rise 1 % saudi comments support,positive,0.96,0.04,0.0
20150305,copper fluctuates china lowers growth target 7 %,negative,0.06,0.94,0.0
20150305,crude oil remains unchanged spite attacks libyan oil fields,neutral,0.0,0.0,1.0
20150305,exclusive white house mulled balked curbing explosive gas oil trains,negative,0.48,0.51,0.0
20150305,gold modestly higher draghi remarks jobless claims data,positive,0.81,0.19,0.0
20150305,gold prices gain asia non farm payrolls china reforms focus,positive,0.99,0.01,0.0
20150305,gold slips $ 1200 china lowers growth rate,negative,0.01,0.99,0.0
20150305,gold trades flat ahead ecb us employment data,negative,0.03,0.57,0.4
20150305,natural gas futures highs storage data,negative,0.04,0.95,0.01
20150305,nymex crude gains asia investors eye demand prospects,positive,0.99,0.01,0.0
20150305,us soybeans slump 3week low wheat falls 1week trough,negative,0.02,0.98,0.0
20150305,wti oil futures turn negative dollar strengthens draghi,negative,0.03,0.97,0.0
20150306,bp partners invest $ 12 billion egypt gas deal,negative,0.05,0.95,0.0
20150306,bp drops bid oust gulf spill claims administrator,positive,0.99,0.01,0.0
20150306,crude oil falls amid strong us jobs report tension middle east,negative,0.01,0.99,0.0
20150306,crude oil rises middle east supply worries,positive,0.94,0.06,0.0
20150306,gold futures edge higher us jobs data focus,positive,0.97,0.03,0.0
20150306,gold futures plunge $ 1165 erasing gains 2015,negative,0.02,0.98,0.0
20150306,iran would sell oil western sanctions lifted mehr agency,negative,0.07,0.93,0.0
20150306,oil climbs $ 61 mideast supply concerns,positive,0.99,0.01,0.0
20150308,crude oil futures weekly outlook march 9 13,neutral,0.01,0.39,0.6
20150308,gold / silver / copper futures weekly outlook march 9 13,negative,0.12,0.73,0.14
20150308,gold prices rebound early asia copper china import data,positive,0.99,0.01,0.0
20150308,grain futures weekly outlook march 9 13,negative,0.03,0.59,0.38
20150308,natural gas futures weekly outlook march 9 13,negative,0.03,0.8,0.17
20150308,nymex crude weaker asia china import data weighs demand views,negative,0.01,0.98,0.0
20150309,brent oil futures fall $ 59 bearish opec comments,negative,0.05,0.95,0.0
20150309,brent premium us crude narrows stockpile shift,negative,0.01,0.98,0.0
20150309,copper trades near 2week low investors digest china us data,negative,0.01,0.99,0.0
20150309,gold edges higher greece fed rate hike outlook weighs,positive,0.99,0.01,0.0
20150309,gold holds near 3month low us rate hike outlook,negative,0.32,0.67,0.01
20150309,gold prices fall weaker expected china producer prices,negative,0.01,0.99,0.0
20150309,gold rebounds precipitous fall friday,negative,0.14,0.86,0.0
20150309,natural gas futures plunge 5 % winter draws end,negative,0.06,0.94,0.0
20150309,nymex crude oil asia api data awaited china price data mixed,neutral,0.18,0.09,0.73
20150309,oil prices mixed following opec goldman sachs forecasts,positive,0.44,0.41,0.15
20150309,us wheat futures rebound contract low ahead usda report,positive,0.94,0.05,0.0
20150309,wti oil futures jump 2 % dollar rally pauses,positive,0.99,0.0,0.0
20150310,brent oil futures fall $ 58 dollar hits 11year high,negative,0.03,0.97,0.0
20150310,copper tumbles 2 % china deflation fears,negative,0.01,0.99,0.0
20150310,crude oil prices fall sharply us dollar reaches 12year high,negative,0.01,0.99,0.0
20150310,dollar rally sinks oil brent us crude,negative,0.01,0.99,0.0
20150310,gold prices gain asia physical deamnd ahead china data,positive,0.99,0.01,0.0
20150310,gold reaches fourmonth low stronger dollar causes massive selloff,negative,0.04,0.96,0.0
20150310,gold slumps lowest level almost 4 months dollar soars,negative,0.01,0.99,0.0
20150310,gold trades 15week low stronger dollar weighs,negative,0.01,0.99,0.0
20150310,natural gas futures rebound mondays 5 % drop,positive,0.97,0.03,0.0
20150310,nymex crude asia api data shows drop us stocks,negative,0.24,0.76,0.0
20150310,us grain futures pressure usda report,negative,0.07,0.93,0.0
20150310,wti oil futures pressure ahead api supply report,negative,0.21,0.71,0.08
20150311,brent us crude widening spread stockpile build,negative,0.03,0.97,0.0
20150311,copper rises disappointing china data fuels stimulus bets,positive,0.99,0.01,0.0
20150311,gold falls sharply eighth straight day approaches yearlylow,negative,0.01,0.99,0.0
20150311,gold prices rebound early asia physical demand prospects,positive,0.99,0.01,0.0
20150311,gold struggles near 3month low amid stronger dollar,negative,0.02,0.98,0.0
20150311,gold trades near $ 1150 us rate hike expectations,positive,0.98,0.02,0.0
20150311,natural gas futures rally 3 % hopes hefty storage withdrawal,positive,0.99,0.01,0.0
20150311,nymex crude gains early asia demand prospects,positive,0.99,0.01,0.0
20150311,spread brent wti crude widens amid slower supply growth,negative,0.09,0.91,0.0
20150311,us corn futures jump 7day high usda cuts forecast,positive,0.91,0.09,0.0
20150311,us may unable defend usbacked syria fighters assad,positive,0.96,0.03,0.0
20150311,us oil rebounds ahead supply data brent 4week low,positive,0.99,0.01,0.0
20150311,wti oil crashes $ 48 bearish us supply data,negative,0.03,0.97,0.01
20150312,brent wti oil futures edge higher weaker dollar,positive,0.99,0.01,0.0
20150312,copper rallies 2 % china stimulus hopes,positive,0.99,0.01,0.0
20150312,gold bounces 3month low dollar halts rally,negative,0.3,0.69,0.01
20150312,gold futures slightly higher rumors interest rate hike swirl,positive,0.99,0.01,0.0
20150312,gold prices edge higher asia focus fed physical demand,positive,0.99,0.01,0.0
20150312,gold rallies dismal us retail sales data,negative,0.05,0.94,0.0
20150312,natural gas futures remain positive territory storage data,neutral,0.03,0.0,0.97
20150312,nymex weaker early asia dollar strength,negative,0.1,0.9,0.0
20150312,us crude futures fall sharply late reversing earlier gains,negative,0.04,0.96,0.0
20150312,us wheat futures climb 1week high supply outlook,positive,0.96,0.03,0.0
20150312,wti oil falls brent rises spread hits $ 10,negative,0.09,0.91,0.0
20150313,crude oil drops 1 % us data tap,negative,0.01,0.99,0.0
20150313,crude oil plunges $ 45 barrel prices near yearlow,negative,0.01,0.99,0.0
